ID,Identyfikator API,Nazwa,Województwo,Powiat,Gmina,Miejscowość,Ulica,Numer Budynku,Numer Lokalu,Email,Telefon,Liczba dzieci,Liczba miejsc,Adres WWW
1791,9852/Z,Pozytywny Żłobek nr 3,MAŁOPOLSKIE,Kraków,Kraków-Podgórze,Kraków-Podgórze,ul. Marii i Bolesława Wysłouchów,22a,2,a.kwasny@pozytywneinicjatywy.pl,538237213,39,84,www.malopolskie.pozytywneinicjatywy.pl
1792,9861/Z,"Niepubliczny Żłobek Integracyjny ""Wesołe Krasnoludki""",MAŁOPOLSKIE,limanowski,Limanowa,Limanowa,ul. Krakowska,8,,boguslawadar@interia.pl,602280814,43,50,http://skrzatek.eu/
1793,9914/Z,Niepubliczny Żłobek DELFINKI ,MAŁOPOLSKIE,Kraków,Kraków-Podgórze,Kraków-Podgórze,ul. Łużycka,73A,,vamaruslugi@gmail.com,606245427,12,45,http://zlobek-delfinki.pl
1794,9951/Z,Żłobek,OPOLSKIE,nyski,Paczków,Paczków,ul. Młyńska,23,,zlobek1paczkow@gazeta.pl,774316843,24,24,
1795,10039/Z,"Niepubliczny Żłobek ""Kwiatuszki"" w Siemianicach",POMORSKIE,słupski,Redzikowo,Siemianice,ul. Spacerowa,2,,przedszkolekolorowe@gmail.com,603111574,20,20,
1796,10043/Z,"Akademia Rozwoju Dziecka ""Bajkowy Dworek"" ",LUBUSKIE,żarski,Lubsko,Białków,,22,,bajkowy.dworek@o2.pl,695040631,15,15,https://www.facebook.com/bajkowydworek.k.zarnowska/
1797,9226/Z,"Żłobek ""Słoneczko""",KUJAWSKO-POMORSKIE,nakielski,Szubin,Szubin,ul. Jana Pawła II,21,,naklosloneczko@gmail.com,783245406,58,100,http://szubin.przedszkole-sloneczko.pl/zlobek/
1798,10179/Z,"Niepubliczny Żłobek ,,Cudaki-Słodziaki”",MAZOWIECKIE,Warszawa,Warszawa - Ursynów,Warszawa - Ursynów,ul. Na Uboczu,28B, UB6 ,mradlinska@wp.pl,509613307,15,15,
1799,3756/Z,Baśniowa Kraina,DOLNOŚLĄSKIE,Wrocław,Wrocław-Krzyki,Wrocław-Krzyki,ul. Opolska,135 A,,kontakt@basniowakraina.wroclaw.pl,792299950,20,20,www.basniowakraina.wroclaw.pl
1800,10241/Z,Żłobek Niepubliczny Elemelek,MAZOWIECKIE,nowodworski,Leoncin,Leoncin,ul. Podleśna,33,,elemelek@przedszkole-elemelek.pl,600247156,19,20,
1801,2664/Z,Żłobek nr 1 Fraszka,POMORSKIE,Gdańsk,Gdańsk,Gdańsk,ul. Jacka Malczewskiego,33,,fraszka@zlobki.gda.pl,+48583020379,101,100,www.zlobki.gda.pl
1802,7984/Z,Miasteczko Dzieci,ŚLĄSKIE,Gliwice,Gliwice,Gliwice,ul. Jana Pawła II,15,,kontakt@miasteczkodzieci-gliwice.pl,574566750,56,56,www.miasteczkodzieci-gliwice.pl
1803,10264/Z,"Żłobek Niepubliczny ""Lechitki""",WIELKOPOLSKIE,poznański,Suchy Las,Suchy Las,ul. Powstańców Wielkopolskich,89,,zlobek@lechitki.pl,667232373,35,52,www.lechitki.pl
1804,2249/Z,Żłobek Nr 5,MAŁOPOLSKIE,Tarnów,Tarnów,Tarnów,ul. Do Prochowni,20,,zztzlobek_5@interia.pl,146559868,95,92,www.zlobki.tarnow.pl
1805,7011/Z,Kangurek,KUJAWSKO-POMORSKIE,Toruń,Toruń,Toruń,ul. Franciszka Tadeusza Rakowicza,3,,przedszkole@kangurek.com.pl,566483673,23,47,
1806,29493/Z,"Żłobek ""Odrzańskie Skrzaty""",LUBUSKIE,nowosolski,Bytom Odrzański,Bytom Odrzański,ul. Kożuchowska,15A,,dyrektor@zlobek.bytomodrzanski.pl,537207332,36,40,
1807,9682/Z,Żłobek w Złocieńcu,ZACHODNIOPOMORSKIE,drawski,Złocieniec,Złocieniec,ul. Elizy Orzeszkowej,2A,,zlobekzlocieniec@gmail.com,507428110,30,30,www.zlobek.zlocieniec.pl
1808,3658/Z,Żłobek Miejski w Ostrołęce,MAZOWIECKIE,Ostrołęka,Ostrołęka,Ostrołęka,ul. dr. Józefa Psarskiego,17,,kotakt@zlobek.ostroleka.edu.pl,297644430,64,65,www.zmostroleka.pl
1809,3485/Z,Żłobek Nr 4 ,WIELKOPOLSKIE,Kalisz,Kalisz,Kalisz,al. Aleja Wojska Polskiego,34,,zlobek4@um.kalisz.pl,627640070,100,100,www.zlobek4.kalisz.pl
1810,6035/Z,Żłobek Samorządowy Nr 22,MAŁOPOLSKIE,Kraków,Kraków-Nowa Huta,Kraków-Nowa Huta,os. Osiedle Tysiąclecia,14,,zlobek22@mjo.krakow.pl,126481232,137,140,www.zlobek22.pl
1811,6289/Z,Talents Garden,ŁÓDZKIE,Łódź,Łódź-Bałuty,Łódź-Bałuty,ul. Świtezianki,12,,biuro@pingwinek.com.pl,884981602,15,15,www.talentsgarden.com/polska
1812,2174/Z,"Żłobek ""Misiowy Zakątek"" we Frydrychowicach",MAŁOPOLSKIE,wadowicki,Wieprz,Frydrychowice,ul. Widokowa,49,,sekretariat@zlobekfrydrychowice.wieprz.pl,338795722,54,54,www.zlobekfrydrychowice.pl
1813,8334/Z,Alladyn,ŚLĄSKIE,Jaworzno,Jaworzno,Jaworzno,ul. Karola Olszewskiego,40,,alladyn.jaworzno@gmail.com,792790190,20,18,alladyn.jaworzno.pl
1814,7646/Z,Żłobek Miejski Nr 2,MAZOWIECKIE,pruszkowski,Pruszków,Pruszków,ul. Antka,7,,zm2@miasto.pruszkow.pl,222991614,90,90,http://zmnr2pruszkow.blogspot.com/
1815,9169/Z,Żłobek - Dom Dziennego Pobytu Dzieci do lat 3,LUBUSKIE,zielonogórski,Sulechów,Sulechów,ul. Nowa,27,,zlobek@pomocsulechow.pl,683852295,96,117,
1816,2802/Z,Publiczny Żłobek Nr 1 ,ŚLĄSKIE,Jastrzębie-Zdrój,Jastrzębie-Zdrój,Jastrzębie-Zdrój,ul. Wrzosowa,14,,poczta@zlobek.jastrzebie.pl,324718051,130,130,http://pzn1wjz.vot.pl/
1817,10242/Z,Żłobek Króla Zygmunta Ewelina Gromulska-Sulej,MAZOWIECKIE,miński,Mińsk Mazowiecki,Mińsk Mazowiecki,ul. Warszawska,239,,ewelina.gromulskasulej@gmail.com,506993708,25,25,
1818,2241/Z,Żłobek Nr 2,MAŁOPOLSKIE,Tarnów,Tarnów,Tarnów,ul. Wiejska,29,,zztzlobek_222@interia.pl,146221323,87,83,www.zlobki.tarnow.pl
1819,10268/Z,Niepubliczny Żłobek KARUZELA Magdalena Kornosz,WIELKOPOLSKIE,kościański,Czempiń,Czempiń,pl. Zielony Rynek,18,,biuro@przedszkolekaruzela.pl,508908625,27,30,www.przedszkolekaruzela.pl
1820,7332/Z,Niepubliczny Żłobek „Radosne Lata” ,MAZOWIECKIE,Warszawa,Warszawa - Wawer,Warszawa - Wawer,ul. Minerska,54,,zlobek@radosnelata.com.pl,690815825,47,47,www.radosnelata.pl
1821,2589/Z,"Niepubliczny Żłobek ""Bajka""  ",OPOLSKIE,prudnicki,Prudnik,Prudnik,pl. Plac Zamkowy,2,,bajkapop@wp.pl,+48535112776,29,29,nie posiada
1822,9636/Z,"Żłobek ""Hocki Klocki""",WIELKOPOLSKIE,poznański,Kórnik,Kamionki,ul. Porannej Rosy,2,,sekretariat@zlobekkamionki.kornik.pl,612276021,56,56,http://www.zlobekkamionki.kornik.pl
1823,8460/Z,Niepubliczny Żłobek MegaMocni Stogi,POMORSKIE,Gdańsk,Gdańsk,Gdańsk,ul. prof. Witolda Andruszkiewicza,5,,stogi@megamocni.edu.pl,517232092,28,34,https://megamocni.edu.pl
1824,2366/Z,Żłobek Promyczek Joanna Woźniak,,,,,,2,,promyczekzukowo@gmail.com,586849222,35,15,www.promyczekprzedszkole.pl
1825,10354/Z,MAJABAJA ,MAZOWIECKIE,Warszawa,Warszawa - Ursynów,Warszawa - Ursynów,ul. Jana Żabińskiego,3,,majabajazlobek@gmail.com,512266971,18,15,www.majabaja.pl
1826,2253/Z,"Niepubliczny Żłobek ""Smerfuś""",WIELKOPOLSKIE,krotoszyński,Krotoszyn,Krotoszyn,ul. Wojciechowskiego,3,,haniagorna@wp.pl,600151151,84,84,
1827,10291/Z,"Niepubliczny Żłobek ""Żabka"" w Przysieczy",OPOLSKIE,opolski,Prószków,Przysiecz,ul. Szkolna,14,,zabkazp@wp.pl,608499728,16,20,
1828,3901/Z,Żłobek  Cherubinek Sióstr Salwatorianek,ŚLĄSKIE,pszczyński,Goczałkowice-Zdrój,Goczałkowice-Zdrój,ul. Uzdrowiskowa,38,,helsds@poczta.onet.pl,506691130,25,34,www.cherubinek.eu
1829,8712/Z,"Niepubliczny Żłobek ""Zielony Smoczek""",PODLASKIE,Białystok,Białystok,Białystok,ul. Transportowa,2C,2 i 3,wiolacz.wp@wp.pl,600130938,35,35,www.zielonysmoczek.pl
1830,10409/Z,Żłobek Hero!Academy,MAZOWIECKIE,Warszawa,Warszawa - Wilanów,Warszawa - Wilanów,ul. Adama Branickiego,16,,s.laskowska@hero.edu.pl,781953211,7,20,http://www.heroacademy.edu.pl/
1831,10413/Z,Niepubliczny Żłobek Wesołe Dinusie II,PODLASKIE,Białystok,Białystok,Białystok,ul. Świętokrzyska,5A,U3,kontakt@wesoledinusie.pl,600140533,38,38,www.wesoledinusie.pl
1832,10431/Z,Niepubliczny Żłobek Fair Play,MAZOWIECKIE,Warszawa,Warszawa - Ochota,Warszawa - Ochota,ul. Grójecka,208,,biuro@przedszkolefairplay-grojecka.pl,507087828,38,44,www.przedszkolefairplay-grojecka.pl
1833,9261/Z,ŻŁOBEK KOGUT,ZACHODNIOPOMORSKIE,Świnoujście,Świnoujście,Świnoujście,ul. Piastowska,62,,j.kantorska@przedszkolekogut.pl,503923727,55,60,www.przedszkolekogut.pl
1834,8788/Z,"NIEPUBLICZNY ŻŁOBEK ""AKUKU"" EWA WIECZOREK",ŁÓDZKIE,łowicki,Łowicz,Łowicz,ul. Adama Mickiewicza,4,,e-wieczorek310@wp.pl,663074479,24,24,
1835,8809/Z,"Niepubliczny Żłobek ""Akademia Uśmiechu""",ŁÓDZKIE,bełchatowski,Zelów,Zelów,ul. Piotrkowska,55,57,zelow@akademiausmiechu.info,577886448,17,40,akademiausmiechu.info
1836,8904/Z,Klub Przedszkolaka Kacperek Renata Skowron,LUBELSKIE,radzyński,Radzyń Podlaski,Radzyń Podlaski,ul. Międzyrzecka,98,,kacperekradzyn2011@wp.pl,797396566,0,15,https://www.facebook.com/Niepubliczne-Przedszkole-Kacperek-1560664254243766/
1837,10357/Z,Kolorado,ŚLĄSKIE,Świętochłowice,Świętochłowice,Świętochłowice,ul. Karpacka,33,III,przedszkole@kolorado.edu.pl,506177233,2,30,www.kolorado.edu.pl
1838,10358/Z,Chatka Skrzatka  ,ŚLĄSKIE,Świętochłowice,Świętochłowice,Świętochłowice,ul. Bytomska,26,2,chatkaskrzatka2@gmail.com,578914290,25,25,Brak
1839,10403/Z,"Niepubliczny Żłobek ""Wyspa Szkrabów""",,,,,,1,,wyspa.szkrabow@wp.pl,538475480,40,40,http://wyspaszkrabow.5v.pl
1840,7223/Z,"ŻŁOBEK NIEPUBLICZNY "" ŻŁOBEK MAŁE SKRZATY""",MAZOWIECKIE,Warszawa,Warszawa - Ochota,Warszawa - Ochota,ul. Włodarzewska,80,C,nowakdorota258@gmail.com,662217155,15,15,
1841,8094/Z,"Klub Dziecięcy  ""Zielona Żyrafa""",MAZOWIECKIE,Warszawa,Warszawa - Wola,Warszawa - Wola,ul. Jana Kazimierza,45,2,biuro@zielonazyrafa.edu.pl,533337220,21,23,
1842,2045/Z,"Żłobek Miejski ""Maja""",KUJAWSKO-POMORSKIE,inowrocławski,Inowrocław,Inowrocław,ul. Józefa Krzymińskiego,18,,zlobekmaja@inowroclaw.pl,523539204,131,126,
1843,9338/Z,Klub Dziecięcy TAAki Maluch II,WIELKOPOLSKIE,Poznań,Poznań-Grunwald,Poznań-Grunwald,ul. Jugosłowiańska,67,,info@taakimaluch.pl,605654596,14,27,www.taakimaluch.pl
1844,9341/Z,Żłobek BASIA,ŁÓDZKIE,tomaszowski,Tomaszów Mazowiecki,Tomaszów Mazowiecki,ul. Lewa,10,,przedszkole.basia@wp.pl,502652879,15,30,
1845,9343/Z,Tuptusie,DOLNOŚLĄSKIE,Wrocław,Wrocław-Fabryczna,Wrocław-Fabryczna,ul. Królewiecka,153,A/B/C,kontakt@tuptusie.net,510142880,15,36,www.tuptusie.net
1846,9344/Z,Ekologiczny Żłobek Lemurek,MAZOWIECKIE,grodziski,Grodzisk Mazowiecki,Grodzisk Mazowiecki,ul. Obrońców Getta,19/27,149,zlobek.lemurek@gmail.com,698010513,25,25,www.lemurek.waw.pl
1847,9381/Z,Oddział Żłobka Miejskiego w Katowicach,ŚLĄSKIE,Katowice,Katowice,Katowice,ul. Bytomska,8A,,bytomska@zlobek.katowice.pl,322596125,58,58,www.zlobek.katowice.pl
1848,9699/Z,Tęczowa Krainka III,KUJAWSKO-POMORSKIE,Toruń,Toruń,Toruń,ul. Polna,7B,,karolina.stusinska@wp.pl,530993672,25,25,www.teczowakrainka.pl
1849,9707/Z,"Niepubliczny Żłobek ""U cioci Jadzi""",MAŁOPOLSKIE,Kraków,Kraków-Podgórze,Kraków-Podgórze,ul. Gliniana,15,19 i 20,zlobek@uciocijadzi.pl,882778805,29,29,www.uciocijadzi.pl
1850,9334/Z,"klub dziecięcy 'RAMTAMTAM""",PODKARPACKIE,Przemyśl,Przemyśl,Przemyśl,ul. Karola Szymanowskiego,1,,zlobekramtamtam@gmail.com,570347299,28,30,
1851,9377/Z,Filia Żłobka Miejskiego nr 4,WARMIŃSKO-MAZURSKIE,Elbląg,Elbląg,Elbląg,ul. Fryderyka Chopina,10,,zlobek4@elblag.eu,552352089,40,50,
1852,9379/Z,"Niepubliczny Żłobek ""Zielony Zakątek""",MAZOWIECKIE,wyszkowski,Wyszków,Wyszków,pl. Plac Jana Matejki,1,,zielonyzakatek.2017@wp.pl,501681450,25,28,
1853,9409/Z,LISEK URWISEK,PODKARPACKIE,Rzeszów,Rzeszów,Rzeszów,ul. Zawiszy Czarnego,16,,biuro@zlobek.rzeszow.pl,537507987,29,31,www.zlobek.rzeszow.pl
1854,9422/Z,NIEPUBLICZNY ŻŁOBEK KUBUSIOWY ZAKĄTEK,KUJAWSKO-POMORSKIE,bydgoski,Solec Kujawski,Solec Kujawski,ul. Tadeusza Kościuszki,12,,zlobeksolec@onet.pl,669529895,29,64,
1855,9483/Z,"Żłobek ""Kraina Marzeń""",MAŁOPOLSKIE,Nowy Sącz,Nowy Sącz,Nowy Sącz,ul. Westerplatte,37,,marcin.krolikiewicz@krainamarzen.eu,694424336,41,79,www.krainamarzen.eu
1856,9484/Z,Klub Dziecięcy Radosny Zakątek,MAZOWIECKIE,ostrołęcki,Łyse,Łyse,ul. Poległych,47A,,radosnyzakatek5@gmail.com,606107536,16,16,
1857,9532/Z,Żłobek Miejski w Opolu Lubelskim,LUBELSKIE,opolski,Opole Lubelskie,Opole Lubelskie,ul. Szkolna,5,,zlobek@opolelubelskie.pl,666076719,72,72,Brak
1858,9017/Z,Żłobek „SUPERSPRAWNI”,WIELKOPOLSKIE,Poznań,Poznań-Stare Miasto,Poznań-Stare Miasto,ul. Mikołaja Rudnickiego,5,7,biuro@supersprawni.pl,798933088,15,15,www.supersprawni.pl
1859,9018/Z,NIUTEK 5,WIELKOPOLSKIE,Poznań,Poznań-Stare Miasto,Poznań-Stare Miasto,al. Niepodległości,30,,zlobek.niutek@gmail.com,790311620,47,57,www.zlobki.poznan.pl
1860,9023/Z,Przygody w obłokach,DOLNOŚLĄSKIE,Wrocław,Wrocław-Krzyki,Wrocław-Krzyki,ul. Centralna,37,1,ivonadabrowska@gmail.com,695780077,18,25,
1861,9024/Z,"Żłobek Miejski ""Wesoła Ciuchcia"" w Nasielsku",MAZOWIECKIE,nowodworski,Nasielsk,Nasielsk,ul. Warszawska,39A,,sekretariat@zlobeknasielsk.pl,233067660,52,80,https://zlobeknasielsk.szkolnastrona.pl/
1862,9026/Z,"Niepubliczny Żłobek ""Słoneczna Kraina"" w Okonku",WIELKOPOLSKIE,złotowski,Okonek,Okonek,ul. Spokojna,1,,sppniewo@wp.pl,672660920,15,19,www.aktywnatrojwies.szkolnastrona.pl
1863,9299/Z,"""Mini Oxford""",WIELKOPOLSKIE,kościański,Kościan,Kościan,ul. Zygmunta Sierakowskiego,41,A,weiske@buziaczek.pl,509229485,17,30,www.crdkoscian.pl
1864,9300/Z,Żłobek niepubliczny Narnia,MAŁOPOLSKIE,wielicki,Wieliczka,Wieliczka,ul. Szpitalna,1,,kraina.narnia@gmail.com,510383083,20,20,www.krainanarnia.pl
1865,2191/Z,"Żłobek NIepubliczny ""KOALA"" Wiesława Pogroszewska ",ZACHODNIOPOMORSKIE,Koszalin,Koszalin,Koszalin,ul. Księdza Jerzego Popiełuszki,5,,zlobekkoala@wp.pl,881511001:535511001,40,40,www.koalazlobek.pl
1866,10460/Z,"Prywatny żłobek ,,Kolorowy Domek"" Aleksandra Goździak oddział 2",WIELKOPOLSKIE,Poznań,Poznań-Grunwald,Poznań-Grunwald,ul. Junacka,7,,biuropoznankolorowydomek@wp.pl,"793607460,604645202",68,70,www.kolorowydomek.com.pl
1867,2081/Z,"Żłobek nr 2 ""Słoneczko""",ZACHODNIOPOMORSKIE,Szczecin,Szczecin,Szczecin,ul. Aleksandra Kostki Napierskiego,6c,,zzm@zlobek2.szczecin.pl,914626427,235,267,zespolzlobkow.szczecin.pl
1868,10590/Z,Leśny Skrzat ,DOLNOŚLĄSKIE,oleśnicki,Oleśnica,Oleśnica,ul. Okrężna,1,,biuro@lesny-skrzat.pl,717183833,28,45,www.lesny-skrzat.pl
1869,8694/Z,Niepubliczny Żłobek MAŁE MISIE Swietłana Fiedorczuk,PODLASKIE,Białystok,Białystok,Białystok,ul. Antoniukowska,60,104-106,male.misie@onet.pl,793707041,49,53,www.malemisie.bialystok.pl
1870,9482/Z,BABY OCEAN ŻŁOBEK JĘZYKOWY,MAZOWIECKIE,warszawski zachodni,Łomianki,Łomianki,ul. Warszawska,31,,zlobek@babyocean.pl,505996883,25,28,www.babyocean.pl
1871,10329/Z,Żłobek Niepubliczny Cypiskowo.pl 2,MAZOWIECKIE,piaseczyński,Lesznowola,Lesznowola,ul. Żubra,4,,cypiskowo@cypiskowo.pl,602593463,30,30,www.cypiskowo.pl
1872,8224/Z,"Klub Malucha ""Kropka""",ŚLĄSKIE,Gliwice,Gliwice,Gliwice,ul. Łużycka,28A,,kropka@polsl.pl,322372339,19,30,
1873,10401/Z,Niepubliczny Żłobek UL,WIELKOPOLSKIE,poznański,Suchy Las,Złotniki,ul. Krzemowa,1,,justyna.tomelka@nickel.com.pl,516058960,20,20,www.ulprzedszkole.pl
1874,10405/Z,Żłobek a.gugu,LUBELSKIE,Lublin,Lublin,Lublin,ul. Pogodna,34,,rko@zlobekagugu.pl,509777829,31,31,www.zlobekagugu.pl
1875,10412/Z,"Niepubliczny Żłobek ""Pluszowy Miś""",WIELKOPOLSKIE,Poznań,Poznań-Stare Miasto,Poznań-Stare Miasto,os. Stefana Batorego,80F,L1,pluszowymisbatorego@gmail.com,539330098,20,20,
1876,2085/Z,"Żłobek nr 7 ""Jarzębinka""",ZACHODNIOPOMORSKIE,Szczecin,Szczecin,Szczecin,ul. Podhalańska,1-3,,zzm@zlobek7.szczecin.pl,914341613,194,194,zespolzlobkow.szczecin.pl
1877,7191/Z,Żłobek Miejski w Sokołowie Podlaskim,MAZOWIECKIE,sokołowski,Sokołów Podlaski,Sokołów Podlaski,ul. Księdza Bosco,6,,zlobek@sokolowpodl.pl,257872474,120,120,https://samorzad.gov.pl/web/zlobek-w-sokolowie-podlaskim
1878,8911/Z,Niepubliczny Żłobek Ence Pence,MAŁOPOLSKIE,Kraków,Kraków-Podgórze,Kraków-Podgórze,ul. Profesora Wojciecha Marii Bartla,19B,,encepence.biuro@o2.pl,691999935,18,29,www.epence.pl
1879,8960/Z,"Niepubliczny żłobek ""Wesoły maluszek""",PODKARPACKIE,stalowowolski,Stalowa Wola,Stalowa Wola,ul. Wałowa,1a,,wesoly.maluszek@wp.pl,794093538,25,25,
1880,9595/Z,Klub dziecięcy KOGUT,ZACHODNIOPOMORSKIE,Szczecin,Szczecin,Szczecin,ul. Zofii Nałkowskiej,11,,m.walczak@przedszkolekogut.pl,504404080,0,22,www.przedszkolekogut.pl
1881,9596/Z,Mądry Maluch Filia,KUJAWSKO-POMORSKIE,Toruń,Toruń,Toruń,ul. Zielna,19,,madrymaluch.pl@gmail.com,609067850,25,25,madrymaluch.pl
1882,9597/Z,Klub Dziecięcy Bączek ,WIELKOPOLSKIE,gnieźnieński,Gniezno,Gniezno,ul. Stefana Czarnieckiego,6A,,biedronki.baki@gmail.com,663152399,9,9,http://www.wesolebiedroneczki.pl/
1883,9602/Z,CENTRUM DZIECIĘCE JASIA I  MAŁGOSI  MAGDALENA DZIUDA,ŁÓDZKIE,Łódź,Łódź-Górna,Łódź-Górna,ul. Kasowa,2,,centrumjasimalgosia@wp.pl,662162286,20,25,http://www.zlobekjasimalgosia.pl/
1884,9295/Z,Żłobek Ślimaczek,DOLNOŚLĄSKIE,Legnica,Legnica,Legnica,ul. Koskowicka,5,1,kontakt@slimaczek-legnica.pl,601421247,27,27,
1885,10036/Z,"Żłobek ""MALUSZKOWO""",PODKARPACKIE,dębicki,Dębica,Dębica,ul. Paderewskiego,2,,biuro@maluszkowo.com.pl,533324705,0,60,www.maluszkowo.com.pl
1886,8683/Z,"Niepubliczny Żłobek ""Kraina Malucha"" ",ŁÓDZKIE,bełchatowski,Bełchatów,Bełchatów,ul. Mielczarskiego,25,,krainamaluchabelchatow@o2.pl,690088939,42,44,krainamalucha.interlogos.edu.pl
1887,10352/Z,BAJLANDIA NIEPUBLICZNE PRZEDSZKOLE I KLUB MALUCHA SPÓŁKA CYWILNA SYLWIA SZYGENDA I EWELINA CHABIERSKA,WIELKOPOLSKIE,kaliski,Brzeziny,Brzeziny,ul. ks. Józefa Kurzawy,5,,BAJLANDIA@WP.PL,794200094,15,24,bajlandia2016@wp.pl
1888,6388/Z,Miejski Żłobek,MAŁOPOLSKIE,limanowski,Limanowa,Limanowa,ul. Stanisława Jordana,8,,administracja@zlobek.wlimanowej.pl,183371383,109,116,http://www.miastolimanowa.pl/pl/5049/0/zlobek-miejski.html
1889,9480/Z,Żłobek i przedszkole Krasnal s.c. Janina Cholewska Justyna Cholewska,MAZOWIECKIE,wołomiński,Wołomin,Wołomin,ul. Głowackiego,89A,,przedszkole@krasnal.wolomin.pl,660758828,35,48,
1890,9481/Z,"Klub dziecięcy ,,Mali Odkrywcy''",MAZOWIECKIE,wołomiński,Tłuszcz,Postoliska,ul. Szymona,10,,spoldzielnia.socjalna.pozytek@gmail.com,609742227,18,23,
1891,9534/Z,Pozytywny żłobek,ŚLĄSKIE,Gliwice,Gliwice,Gliwice,ul. Modelarzy,10,,g.wysocka@pozytywneinicjatywy.pl,600086153,30,30,https://www.facebook.com/pozytywnyzlobekgliwice/
1892,9535/Z,Żłobek Niepubliczny Magdalenka,DOLNOŚLĄSKIE,oławski,Oława,Oława,ul. Szmaragdowa,8,,magdalenkaolawa@gmail.com,575808565,52,63,www.magdalenkaolawa.pl
1893,9541/Z,Klub Malucha Jeżyki,WIELKOPOLSKIE,Poznań,Poznań-Jeżyce,Poznań-Jeżyce,ul. Romka Strzałkowskiego,5/7,,k.skrocka@bsiw.pl,601759065,16,22,
1894,9710/Z,"Żłobek ""Kolorowe Dzieci""",OPOLSKIE,Opole,Opole,Opole,ul. Kazimierza Sosnkowskiego,3,,zlobekkolorowedzieci@gmail.com,606234864,37,37,kolorowedzieci.opole.pl
1895,9719/Z,Montessori Toodler School,MAZOWIECKIE,Warszawa,Warszawa - Mokotów,Warszawa - Mokotów,ul. Tatrzańska,5A,,office@warsawmontessori.edu.pl,692099134,15,15,http://www.warsawmontessori.edu.pl/zlobek/kontakt
1896,9170/Z,Klub Malucha przy Przedszkolu Szczęśliwych Dzieci w Józefowie ,MAZOWIECKIE,otwocki,Józefów,Józefów,ul. Mickiewicza,35,,biuro@szczesliweprzedszkole.pl,503065587,20,20,www.szczesliweprzedszkole.pl
1897,9339/Z,Domowe Ognisko u Rozalki Marzena Stelęgowska,MAZOWIECKIE,miński,Dębe Wielkie,Dębe Wielkie,ul. Pedagogów,80,,niania1@vp.pl,692220744,16,18,http://urozalki.com.pl/
1898,9340/Z,Niepubliczny Żłobek Skrzatek,POMORSKIE,kartuski,Chmielno,Chmielno,ul. Gryfa Pomorskiego,71,,kontakt@zlobekskrzatek.pl,600078894,20,45,www.zlobekskrzatek.pl
1899,9695/Z,Żłobek Gminny w Polanowie,ZACHODNIOPOMORSKIE,koszaliński,Polanów,Polanów,ul. Stawna,3,,zlobek@polanow.pl,943188361,29,29,
1900,9697/Z,Gminny Żłobek w Słupnie,MAZOWIECKIE,płocki,Słupno,Słupno,ul. Warszawska,26B,,zlobek@slupno.eu,509991639,60,62,
1901,2549/Z,Żłobek Niepubliczny Nr 1,ŚLĄSKIE,Gliwice,Gliwice,Gliwice,ul. Centaura,4,,zlobekgliwice@wp.pl,530882286,24,24,
1902,10465/Z,Klub Dziecięcy w Gaworzycach,DOLNOŚLĄSKIE,polkowicki,Gaworzyce,Gaworzyce,ul. Dworcowa,191,,ewa.osomanska@wp.pl,606718179,17,20,brak
1903,8657/Z,"""Strumyk"" Żłobek Stowarzyszenia Sternik",MAZOWIECKIE,otwocki,Józefów,Józefów,ul. 3 Maja,129,,zlobekstrumyk@sternik.edu.pl,512332730,60,69,http://zlobekstrumyk.sternik.edu.pl
1904,8658/Z,"Żłobek "" U Aniołów""",ŁÓDZKIE,zgierski,Zgierz,Zgierz,ul. Andrzeja Struga,23,,przedszkole@uaniolow.eu,600451990,13,15,https://uaniolow.eu
1905,8662/Z,Miejski Żłobek nr 1 w Gorlicach,MAŁOPOLSKIE,gorlicki,Gorlice,Gorlice,ul. Władysława Jagiełły,9,,mzz@zlobek.gorlice.pl,183536523,43,64,www.zlobek.gorlice.pl
1906,9387/Z,Klub Maluszka u Puchatka Monika Najduch,DOLNOŚLĄSKIE,Wrocław,Wrocław-Krzyki,Wrocław-Krzyki,ul. gen. Jana Henryka Dąbrowskiego,40,U2,info@upuchatka.pl,720800543,40,54,www.upuchatka.pl
1907,9487/Z,"""Zielone wzgórze"" filia III",ŚLĄSKIE,Jaworzno,Jaworzno,Jaworzno,ul. 11 Listopada,4,a,kontakt@zlobekzielonewzgorze.pl,692338695,20,20,www.zlobekzielonewzgorze.pl
1908,9488/Z,"""Zielone wzgórze"" filia II",ŚLĄSKIE,Jaworzno,Jaworzno,Jaworzno,ul. 11 Listopada,4a,,kontakt@zielonewzgorze.pl,692338695,18,18,www.zlobekzielonewzgorze.pl
1909,9529/Z,"Niepubliczny Żłobek ""Ciepełko""",MAZOWIECKIE,Warszawa,Warszawa - Białołęka,Warszawa - Białołęka,ul. Nowodworska,35,,a.szadkowska@ciepelko.eu,601131729,10,15,
1910,9270/Z,"Prywatny Żłobek ""Baby World"" w Skarżysku-Kamiennej",ŚWIĘTOKRZYSKIE,skarżyski,Skarżysko-Kamienna,Skarżysko-Kamienna,ul. Akacjowa,1,,dyrektor.skarzysko@minicollege.pl,+48535597542,28,64,www.babyworld.info.pl
1911,2148/Z,Żłobek nr 5,LUBELSKIE,Lublin,Lublin,Lublin,ul. Sowia,4,,nr5@zlobki.lublin.eu,817441919,104,138,nr5.zlobki.lublin.eu
